ID,Ref,year,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),Nickname(n),-HOMO_n(eV),-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),Nickname(p),-HOMO_p(eV),-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,p/n ratio (p),p/n ratio (n),Solvent,Additive,TA (oC),thick (nm),Unnamed: 28,Journal,DOI,Abstract
168,66,2015,6.41,6.41,13.12,0.6,0.79,B-di-PDI,5.81,3.75,2.06,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C=CC1=C32)=C5C(C(C=C6C(N(C(CCCCC)CCCCC)C7=O)=O)=C8C9=C6C7=CCC9=C%10C%11=C8C=CC%12=C%11C(C(N(C(CCCCC)CCCCC)C%12=O)=O)=CC%10)C=C%13C%14=C5C4=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O,1399.91,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.0,DCB,DIO/CN,,90.0,,Adv. Funct. Mater.,10.1002/adfm.201501971,"In this study, we investigate the influence of molecular geometry of the donor polymers and the perylene diimide dimers (di‐PDIs) on the bulk heterojunction (BHJ) morphology in the nonfullerene polymer solar cells (PSCs). The results reveal that the pseudo 2D conjugated poly[4,8‐bis(5‐(2‐ethylhexyl)thiophen‐2‐yl)benzo[1,2‐b;4,5‐b′]dithiophene‐2,6‐diyl‐alt‐(4‐(2‐ethylhexyl)‐3‐fluorothieno[3,4‐b]thiophene‐)‐2‐carboxylate‐2‐6‐diyl)] (PTB7‐Th) has better miscibility with both bay‐linked di‐PDI (B‐di‐PDI) and hydrazine‐linked di‐PDI (H‐di‐PDI) compared to its 1D analog, poly[[4,8‐bis[(2‐ethylhexyl)oxy]benzo[1,2‐b:4,5‐b′]dithiophene‐2,6‐diyl][3‐fluoro‐2‐[(2‐ethylhexyl)carbonyl]thieno[3,4‐b]thiophenediyl]] (PTB7), to facilitate more efficient exciton dissociation in the BHJ films. However, the face‐on oriented π–π stacking of PTB7‐Th is severely disrupted by the B‐di‐PDI due to its more flexible structure. On the contrary, the face‐on oriented π–π stacking is only slightly disrupted by the H‐di‐PDI, which has a more rigid structure to provide suitable percolation pathways for charge transport. As a result, a very high power conversion efficiency (PCE) of 6.41% is achieved in the PTB7‐Th:H‐di‐PDI derived device. This study shows that it is critical to pair suitable polymer donor and di‐PDI‐based acceptor to obtain proper BHJ morphology for achieving high PCE in the nonfullerene PSCs."
169,67,2015,3.63,3.63,6.96,0.475,1.1,SF-DPPEH,5.26,3.6,1.66,O=C1C(C2=C(C3=CC=CS3)N1CC(CC)CCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CC(CC)CCCC)=O)=C(C%13=CC=CS%13)N(CC(CC)CCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CC(CC)CCCC)=O)=C(C%18=CC=CS%18)N(CC(CC)CCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CC(CC)CCCC)=O)=C(C%22=CC=CS%22)N(CC(CC)CCCC)C%21=O)S%19)C=C7)C=C5)N(CC(CC)CCCC)C2=O,2411.5,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,120,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
170,67,2015,1.87,1.87,5.21,0.409,0.88,SF-DPPC8,5.24,3.55,1.69,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCC)C%21=O)S%19)C=C7)C=C5)N(CCCCCCCC)C2=O,2411.5,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,100,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
171,67,2015,1.42,1.42,3.88,0.401,0.91,SF-DPPC12,5.23,3.57,1.66,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCCCCCC)=C(C(S4)=CC=C4C5=CC6=C(C7C(C6(C8C9C=CC(C%10=CC=C(C%11=C%12C(C(N%11CCCCCCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C%15=CC=C(C%16=C%17C(C(N%16CCCCCCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCCCCCC)C%17=O)S%15)=C%14)C=C(C%19=CC=C(C%20=C%21C(C(N%20CCCCCCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCCCCCC)C%21=O)S%19)C=C7)C=C5)N(CCCCCCCCCCCC)C2=O,2860.36,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,100,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
172,67,2015,0.76,0.76,2.37,0.426,0.75,SF-A-DPPEH,5.3,3.58,1.72,O=C1C(C2=C(C3=CC=CS3)N1CC(CC)CCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CC(CC)CCCC)=O)=C(C%13=CC=CS%13)N(CC(CC)CCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CC(CC)CCCC)=O)=C(C%18=CC=CS%18)N(CC(CC)CCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CC(CC)CCCC)=O)=C(C%22=CC=CS%22)N(CC(CC)CCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CC(CC)CCCC)C2=O,2507.59,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,140,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
173,67,2015,0.28,0.28,1.21,0.289,0.79,SF-A-DPPC8,5.29,3.56,1.73,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CCCCCCCC)C2=O,2507.59,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
174,67,2015,0.45,0.45,1.96,0.331,0.7,SF-A-DPPC12,5.29,3.57,1.72,O=C1C(C2=C(C3=CC=CS3)N1CCCCCCCCCCCC)=C(C4=CC=C(C#CC5=CC6=C(C7C(C6(C8C9C=CC(C#CC%10=CC=C(C%11=C%12C(C(N%11CCCCCCCCCCCC)=O)=C(C%13=CC=CS%13)N(CCCCCCCCCCCC)C%12=O)S%10)=C8)C%14=C9C=CC(C#CC%15=CC=C(C%16=C%17C(C(N%16CCCCCCCCCCCC)=O)=C(C%18=CC=CS%18)N(CCCCCCCCCCCC)C%17=O)S%15)=C%14)C=C(C#CC%19=CC=C(C%20=C%21C(C(N%20CCCCCCCCCCCC)=O)=C(C%22=CC=CS%22)N(CCCCCCCCCCCC)C%21=O)S%19)C=C7)C=C5)S4)N(CCCCCCCCCCCC)C2=O,2956.45,P3HT,4.94,3.0,1.94,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF,,,,,Adv. Funct. Mater.,10.1002/adfm.201502413,"This work focuses on developing diketopyrrolopyrrole (DPP)‐based small molecular nonfullerene acceptors for bulk heterojunction (BHJ) organic solar cells. The materials, SF‐DPPs, have an X‐shaped geometry arising from four DPP units attached to a spirobifluorene (SF) center. The spiro‐dimer of DPP‐fluorene‐DPP is highly twisted, which suppresses strong intermolecular aggregation. Branched 2‐ethylhexyl (EH), linear n‐octyl (C8), and n‐dodecyl (C12) alkyl sides are chosen as substituents to functionalize the N,N‐positions of the DPP moiety to tune molecular interactions. SF‐DPPEH, the best candidate in SF‐DPPs family, when blended with poly(3‐hexylthiophene) (P3HT) showed a moderate crystallinity and gives a Jsc of 6.96 mA cm−2, Voc of 1.10 V, a fill factor of 47.5%, and a power conversion efficiency of 3.63%. However, SF‐DPPC8 and SF‐DPPC12 exhibit lower crystallinity in their BHJ blends, which is responsible for their reduced Jsc. Coupling DPP units with SF using an acetylene bridge yields SF‐A‐DPP molecules. Such a small modification leads to drastically different morphological features and far inferior device performance. These observations demonstrate a solid structure–property relationship by topology control and material design. This work offers a new molecular design approach to develop efficient small molecule nonfullerene acceptors."
175,68,2016,2.48,2.45,5.31,0.52,0.9,NTz-Np,6.01,3.6,2.41,CCCCCCC1=C(C#CC2=CC=C(C(N3C4=CC=C(C(C=CC=C5)=C5C6(CCCC)CCCC)C6=C4)=O)C7=C2C=CC=C7C3=O)SC(C8=CC9=C(C=C(C%10=CC(CCCCCC)=C(C#CC%11=CC=C(C(N%12C%13=CC=C(C(C=CC=C%14)=C%14C%15(CCCC)CCCC)C%15=C%13)=O)C%16=C%11C=CC=C%16C%12=O)S%10)C%17=NSN=C9%17)C%18=NSN=C8%18)=C1,1568.1,P3HT,5.0,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CB,,140,130.0,,Adv. Funct. Mater.,10.1002/adfm.201504153,"The development of nonfullerene acceptor materials applicable to organic photovoltaics (OPVs) has attracted considerable attention for the achievement of a high power conversion efficiency (PCE) in recent years. However, it is still challenging due to the insufficiency of both the variety of effective electron‐deficient units and certain guidelines for the design of such materials. This work focusses on naphtho[1,2‐c:5,6‐c′]bis[1,2,5]thiadiazole (NTz) as a key electron‐deficient unit. Therefore, a new electron‐accepting π‐conjugated compound (NTz‐Np), whose structure is based on the combination of NTz and the fluorene‐containing imide‐annelated terminal units (Np), is designed and synthesized. The NTz‐Np compound exhibits a narrow optical energy gap (1.73 eV), a proper energy level (−3.60 eV) of the lowest unoccupied molecular orbital, and moderate electron mobility (1.6 × 10−5 cm2 V−1 s−1), indicating that NTz‐Np has appropriate characteristics as an acceptor against poly(3‐hexylthiophene) (P3HT), a representative donor. OPV devices based on NTz‐Np under the blend with P3HT show high photovoltaic performance with a PCE of 2.81%, which is the highest class among the P3HT/nonfullerene‐based OPVs with the conventional device structure. This result indicates that NTz unit can be categorized as a potential electron‐deficient unit for the nonfullerene acceptors."
176,68,2016,2.81,2.71,5.18,0.6,0.9,BTz-Np,5.95,3.44,2.51,CCCCCCC1=C(C#CC2=CC=C(C(N3C4=CC=C(C(C=CC=C5)=C5C6(CCCC)CCCC)C6=C4)=O)C7=C2C=CC=C7C3=O)SC(C8=CC=C(C9=CC(CCCCCC)=C(C#CC%10=CC=C(C(N%11C%12=CC=C(C(C=CC=C%13)=C%13C%14(CCCC)CCCC)C%14=C%12)=O)C%15=C%10C=CC=C%15C%11=O)S9)C%16=NSN=C8%16)=C1,1459.98,P3HT,5.0,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CB/DCB,,140,121.0,,Adv. Funct. Mater.,10.1002/adfm.201504153,"The development of nonfullerene acceptor materials applicable to organic photovoltaics (OPVs) has attracted considerable attention for the achievement of a high power conversion efficiency (PCE) in recent years. However, it is still challenging due to the insufficiency of both the variety of effective electron‐deficient units and certain guidelines for the design of such materials. This work focusses on naphtho[1,2‐c:5,6‐c′]bis[1,2,5]thiadiazole (NTz) as a key electron‐deficient unit. Therefore, a new electron‐accepting π‐conjugated compound (NTz‐Np), whose structure is based on the combination of NTz and the fluorene‐containing imide‐annelated terminal units (Np), is designed and synthesized. The NTz‐Np compound exhibits a narrow optical energy gap (1.73 eV), a proper energy level (−3.60 eV) of the lowest unoccupied molecular orbital, and moderate electron mobility (1.6 × 10−5 cm2 V−1 s−1), indicating that NTz‐Np has appropriate characteristics as an acceptor against poly(3‐hexylthiophene) (P3HT), a representative donor. OPV devices based on NTz‐Np under the blend with P3HT show high photovoltaic performance with a PCE of 2.81%, which is the highest class among the P3HT/nonfullerene‐based OPVs with the conventional device structure. This result indicates that NTz unit can be categorized as a potential electron‐deficient unit for the nonfullerene acceptors."
177,69,2017,6.0,5.7,7.0,0.635,1.3,PMI-F-PMI (PDI),5.5,3.42,2.08,O=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C(C3=CC=C4C5=C3C1=CC=C5C6=CC=CC7=C(C8=CC(C(CCCCCCCC)(CCCCCCCC)C9C%10C=CC(C(C=C%11)=C%12C%13=C%11C%14=CC=C(C(N%15C%16=C(C(C)C)C=CC=C%16C(C)C)=O)C%17=C%14C(C%13=CC=C%12)=CC=C%17C%15=O)=C9)=C%10C=C8)C=CC4=C67)=O,1351.83,PTZ1,5.31,3.34,1.97,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(CC(CC)CCCC)C=C(C7=NC8=C(N=C(C9=CC(CC(CC)CCCC)=C(C)S9)S8)S7)S6,46.74,24.6,1.9,2.0,1.0,DCB,NMP/DPE,,93.0,,Adv. Funct. Mater.,10.1002/adfm.201603892,"Nonfullerene polymer solar cells (PSCs) are fabricated with a perylene monoimide‐based n‐type wide‐bandgap organic semiconductor PMI‐F‐PMI as an acceptor and a bithienyl‐benzodithiophene‐based wide‐bandgap copolymer PTZ1 as a donor. The PSCs based on PTZ1:PMI‐F‐PMI (2:1, w/w) with the treatment of a mixed solvent additive of 0.5% N‐methyl pyrrolidone and 0.5% diphenyl ether demonstrate a very high open‐circuit voltage (Voc) of 1.3 V with a higher power conversion efficiency (PCE) of 6%. The high Voc of the PSCs is a result of the high‐lying lowest unoccupied molecular orbital (LUMO) of −3.42 eV of the PMI‐F‐PMI acceptor and the low‐lying highest occupied molecular orbital (HOMO) of −5.31 eV of the polymer donor. Very interestingly, the exciton dissociation efficiency in the active layer is quite high, even though the LUMO and HOMO energy differences between the donor and acceptor materials are as small as ≈0.08 and 0.19 eV, respectively. The PCE of 6% is the highest for the PSCs with a Voc as high as 1.3 V. The results indicate that the active layer based on PTZ1/PMI‐F‐PMI can be used as the front layer in tandem PSCs for achieving high Voc over 2 V."
178,70,2017,9.11,8.86,16.1,0.646,0.87,ITIC,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,PBDT-NQx,5.24,3.42,1.82,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C4C=C(SC4=C2C5=CC=C(CC(CCCC)CCCCCC)S5)C6=CC=C(C7=C(N=C(C8=CC=C(CCCCCCCC)S8)C(C9=CC=C(CCCCCCCC)S9)=N%10)C%10=C(C=C(C%11=CC=C(C)S%11)C%12=C%13N=C(C%14=CC=C(CCCCCCCC)S%14)C(C%15=CC=C(CCCCCCCC)S%15)=N%12)C%13=C7)S6)S1,53.2,38.0,1.4,1.0,0.8,CB,DIO,,110.0,,Adv. Funct. Mater.,10.1002/adfm.201701491,"Two novel wide bandgap copolymers based on quinoxalino[6,5‐f]quinoxaline (NQx) acceptor block, PBDT–NQx and PBDTS–NQx, are successfully synthesized for efficient nonfullerene polymer solar cells (PSCs). The attached conjugated side chains on both benzodithiophene (BDT) and NQx endow the resulting copolymers with low‐lying highest occupied molecular orbital (HOMO) levels. The sulfur atom insertion further reduces the HOMO level of PBDTS–NQx to −5.31 eV, contributing to a high open‐circuit voltage, Voc, of 0.91 V. Conjugated n‐octylthienyl side chains attached on the NQx skeletons also significantly improve the π–π* transitions and optical absorptions of the copolymers in the region of short wavelengths, which induce a good complementary absorption when blending with the low bandgap small molecular acceptor of 3,9‐bis(2‐methylene‐(3‐(1,1‐dicyanomethylene)‐indanone))‐5,5,11,11‐tetrakis(4‐hexylphenyl)‐dithieno[2,3‐d:2′,3′‐d′]‐s‐indaceno[1,2‐b:5,6‐b′]dithiophene. The wide absorption range makes the active blends absorb more photons, giving rise to a high short‐circuit current density, Jsc, value of 15.62 mA cm−2. The sulfur atom insertion also enhances the crystallinity of PBDTS–NQx and presents its blend film with a favorable nanophase separation, resulting in improved Jsc and fill factor (FF) values with a high power conversion efficiency of 11.47%. This work not only provides a new fused ring acceptor block (NQx) for constructing high‐performance wide bandgap copolymers but also provides the NQx‐based copolymers for achieving highly efficient nonfullerene PSCs."
