,DOI,Abstract
29,10.1021/acsenergylett.7b00390,"With chlorinated solvents unlikely to be permitted for use in solution-processed organic solar cells in industry, there must be a focus on developing nonchlorinated solvent systems. Here we report high-efficiency devices utilizing a low-bandgap donor polymer (PffBT4T-2DT) and a nonfullerene acceptor (EH-IDTBR) from hydrocarbon solvents and without using additives. When mesitylene was used as the solvent, rather than chlorobenzene, an improved power conversion efficiency (11.1%) was achieved without the need for pre- or post-treatments. Despite altering the processing conditions to environmentally friendly solvents and room-temperature coating, grazing incident X-ray measurements confirmed that active layers processed from hydrocarbon solvents retained the robust nanomorphology obtained with hot-processed chlorinated solvents. The main advantages of hydrocarbon solvent-processed devices, besides the improved efficiencies, were the reproducibility and storage lifetime of devices. Mesitylene devices showed b..."
30,10.1021/acsenergylett.7b00551,"The chlorinated polymer, PBTCl, has been found to be an efficient donor in nonfullerene polymer solar cells (PSCs), which showed a blue-shifted absorbance compared to that of its fluorine analogue (PTB7-th) and resulted in more complementary light absorption with a nonfullerene acceptor, such as ITIC. Meanwhile, chlorine substitution lowered the HOMO level of PBTCl, which increased the open-circuit voltage of the corresponding polymer-based devices. The 2D GIWAXS analysis illustrated that the PBTCl/ITIC blend film exhibited a “face-on” orientation and scattering features of both PBTCl and ITIC, suggesting that the blend of PBTCl and ITIC was phase-separated and formed individual crystalline domains of the donor and acceptor, which promoted charge transfer in the bicontinuous film and eventually elevated the solar energy conversion efficiency. The PBTCl-based nonfullerene PSC exhibited a maximum PCE of 7.57% with a Voc of 0.91 V, which was an approximately 13% increasing in the PCE compared to that of the ..."
31,10.1021/acsenergylett.8b00100,"Ternary polymer solar cells (PSCs) were commonly fabricated with two donors or two acceptors; the third component has complementary absorption spectra with a host system to improve photon harvesting. In this work, a series of nonfullerene PSCs were fabricated with J71 as the donor and IT-M and/or ITIC with an almost identical band gap as acceptors. Although IT-M and ITIC have almost identical band gaps, the two optimized binary PSCs exhibit different photovoltaic parameters. The short current density (Jsc) and open-circuit voltage (Voc) of J71:IT-M based PSCs are larger than those of J71:ITIC based PSCs; the other key parameter, the fill factor (FF), is just the opposite. The power conversion efficiency (PCE) of optimized ternary PSCs arrives at 11.60% by inheriting the advantages of binary PSCs. This work may provide a new strategy for preparing efficient nonfullerene ternary PSCs by selecting binary PSCs with complementary photovoltaic parameters."
32,10.1021/acsenergylett.7b01266,"In this Letter, we highlight a system with a well-known polymer donor (PTB7-Th) blended with a narrow band gap nonfullerene acceptor (IEICO-4F) as the active layer and 1-chloronaphthalene (CN) as the solvent additive. Optimization of the photoactive layer nanomorphology yields a short-circuit current density value of 27.3 mA/cm2, one of the highest values in organic solar cells reported to date, which competes with other types of solution-processed solar cells such as perovskite or quantum dot devices. Along with decent open-circuit voltage (0.71 V) and fill factor values (66%), a power conversion efficiency of 12.8% is achieved for the champion devices. Morphology characterizations elucidate that the origin of this high photocurrent is mainly the increased π–π coherence length of the acceptor, the domain spacing, as well as the mean-square composition variation of the blend. Optoelectronic measurements confirm a balanced hole and electron mobility and reduced trap-assisted recombination for the best devices."
33,10.1021/acsenergylett.8b00366,"Recent efforts in organic photovoltaics (OPVs) have been devoted to obtaining low-bandgap non-fullerene acceptors (NFAs) for high photocurrent generation. However, the low-lying lowest unoccupied molecular orbital (LUMO) level in narrow bandgap NFAs typically results in a small energy difference (ΔEDA) between the LUMO of the acceptor and the highest occupied molecular orbital (HOMO) of the donor, leading to low open-circuit voltage (VOC). The trade-off between ΔEDA and photocurrent generation significantly limits the simultaneous enhancement of both VOC and short-circuit current density (JSC). Here, we report a new medium-bandgap NFA, IDTT-T, containing a weakly electron-withdrawing N-ethyl thiabarbituric acid terminal group on each end of the indacenodithienothiophene (IDTT) core. When paired with a benchmark low-bandgap PTB7-th polymer donor, simultaneous enhancement of both ΔEDA and absorption spectral coverage was realized. The OPV devices yield a VOC of 1.01 V, corresponding to a low energy loss of ..."
34,10.1021/acsenergylett.8b00627,"A new acceptor–donor–acceptor-structured nonfullerene acceptor, 2,2′-((2Z,2′Z)-(((4,4,9,9-tetrakis(4-hexylphenyl)-4,9-dihydro-s-indaceno[1,2-b:5,6-b′]dithiophene-2,7-diyl)bis(4-((2-ethylhexyl)oxy)thiophene-4,3-diyl))bis(methanylylidene))bis(5,6-difluoro-3-oxo-2,3-dihydro-1H-indene-2,1-diylidene))dimalononitrile (i-IEICO-4F), is designed and synthesized via main-chain substituting position modification of 2-(5,6-difluoro-3-oxo-2,3-dihydro-1H-indene-2,1-diylidene)dimalononitrile. Unlike its planar analogue IEICO-4F with strong absorption in the near-infrared region, i-IEICO-4F exhibits a twisted main-chain configuration, resulting in 164 nm blue shifts and leading to complementary absorption with the wide-bandgap polymer (J52). A high solution molar extinction coefficient of 2.41 × 105 M–1 cm–1, and sufficiently high energy of charge-transfer excitons of 1.15 eV in a J52:i-IEICO-4F blend were observed, in comparison with those of 2.26 × 105 M–1 cm–1 and 1.08 eV for IEICO-4F. A power conversion efficiency of..."
35,10.1021/acsenergylett.8b00563,"A new thieno[3,2-b]thiophene-incorporated acceptor TTC has been developed. The TTC acceptor was installed in a haptacyclic ladder-type core (BDCPDT) to furnish an n-type BDCPDT-TTC. The standard PBDB-T:BDCPDT-IC device showed a PCE of 9.33% with a Voc of 0.86 V and a Jsc of 16.56 mA/cm2. By molecular engineering of the acceptor unit, the BDCPDT-TTC:PBDB-T-based device delivered an enhanced efficiency of 10.29% with a simultaneously enhanced Voc of 0.94 V and Jsc of 17.72 mA/cm2. Incorporation of the electron-donating thieno[3,2-b]thiophene unit into the acceptor moiety decreases the electron-accepting strength, thereby upshifting the HOMO/LUMO energy levels to decrease the ΔEHOMO and Eloss, achieving a larger Voc. Second, the extended conjugated bicyclic thieno[3,2-b]thiophene ring beneficially induces an additional optical transition at short wavelengths, leading to improvement of Jsc. Alternatively, BDCPDT-FIC installed with the fluorinated acceptor shows more red-shifted absorption to achieve a high Js..."
36,10.1021/acsenergylett.8b00825,"Relative to the increase of open-circuit voltage and short-circuit current, promoting fill factor (FF) of the polymer solar cells (PSCs) seems to be more challenging. Here, we designed and synthesized two asymmetrical small molecule acceptors (IDT6CN-M and IDT8CN-M) with large dipole moments. We find that the strong intermolecular interaction and favorable antiparallel packing induced by the dipole moment can effectively enhance both lamellar packing and π–π stacking. The PSCs based on PBDB-T:IDT6CN-M and PBDB-T:IDT8CN-M achieved FFs of up to 76.1% and 78.9%, corresponding to PCEs of 11.23% and 12.43%, respectively. To the best of our knowledge, 78.9% FF is a new record for nonfullerene PSCs. Overall, our work provides a simple and effective molecule-designing method to promote FF of nonfullerene PSCs."
37,10.1021/acsenergylett.8b00928,"The performance of polymer solar cells (PSCs) is commonly improved using additives or annealing treatment. However, these processes are accompanied by disadvantages, including poor reproducibility and stability. Herein, a molecular design strategy is proposed to obtain additive- and annealing-free PSCs. IDTOT2F containing two alkoxyl side chains at the central unit of the nonfullerene acceptor IDTT2F was developed. This molecular design results in excellent solubility in solutions, ordered molecular packing in films, slightly elevated energy levels, and a higher film absorption coefficient. Compared with its counterpart IDTT2F, its improved solubility provides an active layer with better morphology, its ordered molecular packing enhances the charge mobility in blend films, and its slightly elevated energy level furnishes a higher open-circuit voltage of devices. As a result, IDTOT2F-based devices display a maximum power conversion efficiency of 12.79%, which is one of the highest values reported for a PSC..."
38,10.1021/acsmacrolett.7b00097,"A novel A2-A1-D-A1-A2-type nonfullerene acceptor, using thiazolidine-2,4-dione (TD) as the terminal acceptor (A2) for the first time, was designed and synthesized. The final molecule, BTA2, shows a high-lying lowest unoccupied molecular orbital (LUMO) of -3.38 eV and a wide optical band gap of 2.00 eV. Fullerene-free organic solar cells based on P3HT:BTA2 realized a high open-circuit voltage (Voc) of 1.22 V with a power conversion efficiency (PCE) of 4.50%. These values are significantly higher than those of the PC61BM-based control device (Voc = 0.61 V, PCE = 3.67%), which indicates the feasibility of thiazolidine-2,4-dione to construct nonfullerene small-molecule acceptors with high Voc and PCE."
